"Parentid","Productid","name","Permalink","ImageURL","description","productpublished","productmodified","Type","price","Category","quantity","Allow Backorders",
"44","44","Gold Flat Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/44","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3049_b.jpg","Materials: 100% brass, gold plating 

Measurements: length 10mm width 8mm","0000-00-00","0000-00-00","Item","3","EARRINGS","13","NO",
"45","45","Gold Bird Stud Earrings","http://www.lylaloves.co.uk/#/product/45","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3050_a.jpg","Materials: 100% brass, gold plating 

Measurements: length 15mm width 8mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","1","NO",
"45","45","Gold Bird Stud Earrings","http://www.lylaloves.co.uk/#/product/45","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3050_a.jpg","Materials: 100% brass, gold plating 

Measurements: length 15mm width 8mm","0000-00-00","0000-00-00","Item","3","EARRINGS","1","NO",
"45","45","Gold Bird Stud Earrings","http://www.lylaloves.co.uk/#/product/45","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3050_b.jpg","Materials: 100% brass, gold plating 

Measurements: length 15mm width 8mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","1","NO",
"45","45","Gold Bird Stud Earrings","http://www.lylaloves.co.uk/#/product/45","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3050_b.jpg","Materials: 100% brass, gold plating 

Measurements: length 15mm width 8mm","0000-00-00","0000-00-00","Item","3","EARRINGS","1","NO",
"46","46","Gold Wishbone Stud Earrings","http://www.lylaloves.co.uk/#/product/46","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3051_a_1.jpg","Materials: 100% brass, gold plating 

Measurements: length 10mm width 8mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","5","NO",
"46","46","Gold Wishbone Stud Earrings","http://www.lylaloves.co.uk/#/product/46","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3051_a_1.jpg","Materials: 100% brass, gold plating 

Measurements: length 10mm width 8mm","0000-00-00","0000-00-00","Item","3","EARRINGS","5","NO",
"46","46","Gold Wishbone Stud Earrings","http://www.lylaloves.co.uk/#/product/46","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3051_b_1.jpg","Materials: 100% brass, gold plating 

Measurements: length 10mm width 8mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","5","NO",
"46","46","Gold Wishbone Stud Earrings","http://www.lylaloves.co.uk/#/product/46","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3051_b_1.jpg","Materials: 100% brass, gold plating 

Measurements: length 10mm width 8mm","0000-00-00","0000-00-00","Item","3","EARRINGS","5","NO",
"47","47","Silver Owl Stud Earrings","http://www.lylaloves.co.uk/#/product/47","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3052_b.jpg","Materials: 100% brass, matt silver plating

Measurements: length 12mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","7","NO",
"47","47","Silver Owl Stud Earrings","http://www.lylaloves.co.uk/#/product/47","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3052_b.jpg","Materials: 100% brass, matt silver plating

Measurements: length 12mm width 10mm","0000-00-00","0000-00-00","Item","3","EARRINGS","7","NO",
"47","47","Silver Owl Stud Earrings","http://www.lylaloves.co.uk/#/product/47","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3052_c.jpg","Materials: 100% brass, matt silver plating

Measurements: length 12mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","7","NO",
"47","47","Silver Owl Stud Earrings","http://www.lylaloves.co.uk/#/product/47","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3052_c.jpg","Materials: 100% brass, matt silver plating

Measurements: length 12mm width 10mm","0000-00-00","0000-00-00","Item","3","EARRINGS","7","NO",
"47","47","Silver Owl Stud Earrings","http://www.lylaloves.co.uk/#/product/47","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3052_a.jpg","Materials: 100% brass, matt silver plating

Measurements: length 12mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","7","NO",
"47","47","Silver Owl Stud Earrings","http://www.lylaloves.co.uk/#/product/47","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3052_a.jpg","Materials: 100% brass, matt silver plating

Measurements: length 12mm width 10mm","0000-00-00","0000-00-00","Item","3","EARRINGS","7","NO",
"48","48","Silver Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/48","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3053_a.jpg","Materials: 100% brass, matt silver plating

Measurements: length 9mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"48","48","Silver Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/48","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3053_a.jpg","Materials: 100% brass, matt silver plating

Measurements: length 9mm width 7mm","0000-00-00","0000-00-00","Item","3","EARRINGS","2","NO",
"48","48","Silver Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/48","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3053_c.jpg","Materials: 100% brass, matt silver plating

Measurements: length 9mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"48","48","Silver Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/48","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3053_c.jpg","Materials: 100% brass, matt silver plating

Measurements: length 9mm width 7mm","0000-00-00","0000-00-00","Item","3","EARRINGS","2","NO",
"48","48","Silver Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/48","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3053_b.jpg","Materials: 100% brass, matt silver plating

Measurements: length 9mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"48","48","Silver Skull Stud Earrings","http://www.lylaloves.co.uk/#/product/48","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3053_b.jpg","Materials: 100% brass, matt silver plating

Measurements: length 9mm width 7mm","0000-00-00","0000-00-00","Item","3","EARRINGS","2","NO",
"49","49","Silver Double Star Stud Earrings","http://www.lylaloves.co.uk/#/product/49","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3054_a.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: length 12mm width 12mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","11","NO",
"49","49","Silver Double Star Stud Earrings","http://www.lylaloves.co.uk/#/product/49","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3054_a.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: length 12mm width 12mm","0000-00-00","0000-00-00","Item","3","EARRINGS","11","NO",
"49","49","Silver Double Star Stud Earrings","http://www.lylaloves.co.uk/#/product/49","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3054_c.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: length 12mm width 12mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","11","NO",
"49","49","Silver Double Star Stud Earrings","http://www.lylaloves.co.uk/#/product/49","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3054_c.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: length 12mm width 12mm","0000-00-00","0000-00-00","Item","3","EARRINGS","11","NO",
"49","49","Silver Double Star Stud Earrings","http://www.lylaloves.co.uk/#/product/49","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3054_b.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: length 12mm width 12mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","11","NO",
"49","49","Silver Double Star Stud Earrings","http://www.lylaloves.co.uk/#/product/49","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3054_b.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: length 12mm width 12mm","0000-00-00","0000-00-00","Item","3","EARRINGS","11","NO",
"50","50","Gold Skull and Cross Bone Necklace","http://www.lylaloves.co.uk/#/product/50","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3055_a.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 10mm width 15mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","10","NO",
"50","50","Gold Skull and Cross Bone Necklace","http://www.lylaloves.co.uk/#/product/50","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3055_a.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 10mm width 15mm","0000-00-00","0000-00-00","Item","3","NECKLACES","10","NO",
"50","50","Gold Skull and Cross Bone Necklace","http://www.lylaloves.co.uk/#/product/50","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3055_c.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 10mm width 15mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","10","NO",
"50","50","Gold Skull and Cross Bone Necklace","http://www.lylaloves.co.uk/#/product/50","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3055_c.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 10mm width 15mm","0000-00-00","0000-00-00","Item","3","NECKLACES","10","NO",
"51","51","Silver Cross Necklace","http://www.lylaloves.co.uk/#/product/51","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3056_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 20mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"51","51","Silver Cross Necklace","http://www.lylaloves.co.uk/#/product/51","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3056_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 20mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"52","52","Gold Smilie Necklace","http://www.lylaloves.co.uk/#/product/52","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3058_a.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 6mm width 6mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","1","NO",
"52","52","Gold Smilie Necklace","http://www.lylaloves.co.uk/#/product/52","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3058_a.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 6mm width 6mm","0000-00-00","0000-00-00","Item","3","NECKLACES","1","NO",
"52","52","Gold Smilie Necklace","http://www.lylaloves.co.uk/#/product/52","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3058_b.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 6mm width 6mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","1","NO",
"52","52","Gold Smilie Necklace","http://www.lylaloves.co.uk/#/product/52","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3058_b.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 6mm width 6mm","0000-00-00","0000-00-00","Item","3","NECKLACES","1","NO",
"52","52","Gold Smilie Necklace","http://www.lylaloves.co.uk/#/product/52","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3058_c.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 6mm width 6mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","1","NO",
"52","52","Gold Smilie Necklace","http://www.lylaloves.co.uk/#/product/52","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3058_c.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 6mm width 6mm","0000-00-00","0000-00-00","Item","3","NECKLACES","1","NO",
"53","53","Silver Moustache and Hat Necklace","http://www.lylaloves.co.uk/#/product/53","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3059_a.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 10mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","12","NO",
"53","53","Silver Moustache and Hat Necklace","http://www.lylaloves.co.uk/#/product/53","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3059_a.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 10mm width 10mm","0000-00-00","0000-00-00","Item","3","NECKLACES","12","NO",
"54","54","Silver 3D Skull Necklace","http://www.lylaloves.co.uk/#/product/54","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3060_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 8mm width 5mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","9","NO",
"54","54","Silver 3D Skull Necklace","http://www.lylaloves.co.uk/#/product/54","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3060_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 8mm width 5mm","0000-00-00","0000-00-00","Item","3","NECKLACES","9","NO",
"54","54","Silver 3D Skull Necklace","http://www.lylaloves.co.uk/#/product/54","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3060_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 8mm width 5mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","9","NO",
"54","54","Silver 3D Skull Necklace","http://www.lylaloves.co.uk/#/product/54","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3060_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 8mm width 5mm","0000-00-00","0000-00-00","Item","3","NECKLACES","9","NO",
"55","55","Silver Hand of Fatima Necklace","http://www.lylaloves.co.uk/#/product/55","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3061_c.jpg","Materials:100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 12mm width 9mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","7","NO",
"55","55","Silver Hand of Fatima Necklace","http://www.lylaloves.co.uk/#/product/55","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3061_c.jpg","Materials:100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 12mm width 9mm","0000-00-00","0000-00-00","Item","3","NECKLACES","7","NO",
"55","55","Silver Hand of Fatima Necklace","http://www.lylaloves.co.uk/#/product/55","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3061_a.jpg","Materials:100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 12mm width 9mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","7","NO",
"55","55","Silver Hand of Fatima Necklace","http://www.lylaloves.co.uk/#/product/55","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3061_a.jpg","Materials:100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 12mm width 9mm","0000-00-00","0000-00-00","Item","3","NECKLACES","7","NO",
"56","56","Gold Bird Necklace","http://www.lylaloves.co.uk/#/product/56","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3062_a.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 13mm width 11mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"56","56","Gold Bird Necklace","http://www.lylaloves.co.uk/#/product/56","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3062_a.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 13mm width 11mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"56","56","Gold Bird Necklace","http://www.lylaloves.co.uk/#/product/56","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3062_c.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 13mm width 11mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"56","56","Gold Bird Necklace","http://www.lylaloves.co.uk/#/product/56","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3062_c.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 13mm width 11mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"56","56","Gold Bird Necklace","http://www.lylaloves.co.uk/#/product/56","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3062_b.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 13mm width 11mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"56","56","Gold Bird Necklace","http://www.lylaloves.co.uk/#/product/56","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3062_b.jpg","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 13mm width 11mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","NECKLACES","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","NECKLACES","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_d.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_d.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","NECKLACES","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_c.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","2","NO",
"57","57","Silver Make Me Happy Necklace","http://www.lylaloves.co.uk/#/product/57","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3063_c.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 2mm width 30mm","0000-00-00","0000-00-00","Item","3","NECKLACES","2","NO",
"58","58","Gold Horseshoe Necklace","http://www.lylaloves.co.uk/#/product/58","","Materials: 100% brass, gold plating 

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 7mm width 6mm","0000-00-00","0000-00-00","Item","3","","12","NO",
"59","59","Gold Double Triangle Necklace","http://www.lylaloves.co.uk/#/product/59","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3065_b.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 11mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"59","59","Gold Double Triangle Necklace","http://www.lylaloves.co.uk/#/product/59","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3065_b.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 11mm width 7mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"59","59","Gold Double Triangle Necklace","http://www.lylaloves.co.uk/#/product/59","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3065_a.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 11mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"59","59","Gold Double Triangle Necklace","http://www.lylaloves.co.uk/#/product/59","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3065_a.jpg","Materials: 100% brass, gold and matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 11mm width 7mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"60","60","Silver Inlay Triangle Necklace","http://www.lylaloves.co.uk/#/product/60","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3066_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 15mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"60","60","Silver Inlay Triangle Necklace","http://www.lylaloves.co.uk/#/product/60","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3066_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 15mm width 10mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"60","60","Silver Inlay Triangle Necklace","http://www.lylaloves.co.uk/#/product/60","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3066_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 15mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"60","60","Silver Inlay Triangle Necklace","http://www.lylaloves.co.uk/#/product/60","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3066_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 15mm width 10mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"60","60","Silver Inlay Triangle Necklace","http://www.lylaloves.co.uk/#/product/60","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3066_c.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 15mm width 10mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"60","60","Silver Inlay Triangle Necklace","http://www.lylaloves.co.uk/#/product/60","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3066_c.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 15mm width 10mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"61","61","Gold Triangle Necklace","http://www.lylaloves.co.uk/#/product/61","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3067_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 7mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"61","61","Gold Triangle Necklace","http://www.lylaloves.co.uk/#/product/61","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3067_b.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 7mm width 7mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
"61","61","Gold Triangle Necklace","http://www.lylaloves.co.uk/#/product/61","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3067_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 7mm width 7mm","0000-00-00","0000-00-00","Item","3","JEWELLERY","0","NO",
"61","61","Gold Triangle Necklace","http://www.lylaloves.co.uk/#/product/61","http://www.lylaloves.co.uk/#/product/gs://lylaimages/images/3/0/3067_a.jpg","Materials: 100% brass, matt silver plating

Measurements: 15Ã¢â‚¬Â inside neck measurement + 4Ã¢â‚¬Â extension chain. charm: length 7mm width 7mm","0000-00-00","0000-00-00","Item","3","NECKLACES","0","NO",
